CNT: Country code 3-character,STRATUM: Stratum ID 7-character (cnt + region ID + original stratum ID),WEALTH: Wealth - mean (region),WEALTH: Wealth - median (region),WEALTH: Wealth Inequality (region),"ESCS: Index of economic, social and cultural status (region)",ST57Q01: Out-of-School Study Time - Homework - mean (region),ST69Q01: Min in <class period> - <test lang> - mean (region),ST69Q02: Min in <class period> - <Maths> - mean (region),ST69Q03: Min in <class period> - <Science> - mean (region),IC05Q01: Internet at School - mean (region),IC06Q01: Internet out-of-school - Weekday - mean (region),IC07Q01: Internet out-of-school - Weekend - mean (region),ATSCHL: Attitude towards School: Learning Outcomes - mean (region),ICTRES: ICT resources - mean (region),INSTMOT: Instrumental Motivation for Mathematics - mean (region),INTMAT: Mathematics Interest - mean (region),LMINS: Learning time (minutes per week) - <test language> - mean (region),MMINS: Learning time (minutes per week) - <Mathematics> - mean (region),SMINS: Learning time (minutes per week) - <Science> - mean (region),MATWKETH: Mathematics Work Ethic - mean (region),PERSEV: Perseverance - mean (region),PARED: Highest parental education in years - mean (region),OUTHOURS: Out-of-School Study Time - mean (region),OPENPS: Openness for Problem Solving - mean (region),TCHBEHSO: Teacher Behaviour: Student Orientation - mean (region),TCHBEHTD: Teacher Behaviour: Teacher-directed Instruction - mean (region),TEACHSUP: Teacher Support - mean (region),Math (region),Math.ChangeRel (region),Math.Quantity (region),Math.SpaceShape (region),Math.UncData (region),Mean.Employ (region),Math.Formulate (region),Math.Interpret (region),Reading (region),Science (region),WEALTH: Wealth - mean (region) - scaled,WEALTH: Wealth - median (region) - scaled,WEALTH: Wealth Inequality (region) - scaled,"ESCS: Index of economic, social and cultural status (region) - scaled",ST57Q01: Out-of-School Study Time - Homework - mean (region) - scaled,ST69Q01: Min in <class period> - <test lang> - mean (region) - scaled,ST69Q02: Min in <class period> - <Maths> - mean (region) - scaled,ST69Q03: Min in <class period> - <Science> - mean (region) - scaled,IC05Q01: Internet at School - mean (region) - scaled,IC06Q01: Internet out-of-school - Weekday - mean (region) - scaled,IC07Q01: Internet out-of-school - Weekend - mean (region) - scaled,ATSCHL: Attitude towards School: Learning Outcomes - mean (region) - scaled,ICTRES: ICT resources - mean (region) - scaled,INSTMOT: Instrumental Motivation for Mathematics - mean (region) - scaled,INTMAT: Mathematics Interest - mean (region) - scaled,LMINS: Learning time (minutes per week) - <test language> - mean (region) - scaled,MMINS: Learning time (minutes per week) - <Mathematics> - mean (region) - scaled,SMINS: Learning time (minutes per week) - <Science> - mean (region) - scaled,MATWKETH: Mathematics Work Ethic - mean (region) - scaled,PERSEV: Perseverance - mean (region) - scaled,PARED: Highest parental education in years - mean (region) - scaled,OUTHOURS: Out-of-School Study Time - mean (region) - scaled,OPENPS: Openness for Problem Solving - mean (region) - scaled,TCHBEHSO: Teacher Behaviour: Student Orientation - mean (region) - scaled,TCHBEHTD: Teacher Behaviour: Teacher-directed Instruction - mean (region) - scaled,TEACHSUP: Teacher Support - mean (region) - scaled,Math (region) - scaled,Math.ChangeRel (region) - scaled,Math.Quantity (region) - scaled,Math.SpaceShape (region) - scaled,Math.UncData (region) - scaled,Mean.Employ (region) - scaled,Math.Formulate (region) - scaled,Math.Interpret (region) - scaled,Reading (region) - scaled,Science (region) - scaled
Belgium,BEL0110,-0.324545454545455,-0.42,-0.0327915061542798,-0.005,7.28571428571429,54,54,54,2.45454545454545,4.90909090909091,5.63636363636364,-0.163333333333333,0.450909090909091,0.663333333333333,0.651666666666667,253.333333333333,224.333333333333,126,0.410866666666667,0.0353,15.3,14.5714285714286,-0.541866666666667,0.146711111111111,0.662655555555556,0.727777777777778,433.96,406.65,440.56,432.16,431.71,428.09,435.72,435.31,432.42,430,0.117363290285542,0.142718446601942,0.26399590926734,0.239626148182566,-0.123015391022193,-0.299916605858438,-0.299916605858438,-0.204251330884007,-0.485157699443414,-0.460111317254174,-0.455615520610403,-0.261616161616162,0.386717102815329,0.163641863278887,0.177344475394615,-0.222114764667956,-0.251234567901235,-0.344306369858214,0.203411547523622,-0.0756681932262154,0.365079365079365,-0.13265306122449,-0.0756231856112949,-0.104344066042231,0.100828912985651,0.155663730489878,-0.107496630367343,-0.043986546060151,-0.0693264491903309,-0.157981254211676,-0.0901358993068224,-0.130113800859631,-0.116718702789808,-0.084816247582205,-0.0423871784057359,-0.125521795228578
Belgium,BEL0111,0.0205963302752293,0.08,-0.0397287470719685,0.106588785046729,5.35862068965517,51.1157024793388,50.702479338843,50.5102040816327,8.80733944954129,9.12844036697248,9.57798165137615,-0.233401360544218,0.470779816513761,-0.465460992907801,-0.394113475177305,197.627118644068,208.375,218.556701030928,-0.0944678571428572,-0.29803,14.2572815533981,7.49315068493151,-0.384438571428571,0.165375,-0.227623611111111,-0.0711805555555556,531.16,537.14,542.7,508.2,525.58,529.5,530.54,530.9,512.84,519.47,0.180846309348166,0.239805825242718,0.214067820350972,0.263555978064991,-0.222728967108818,-0.33487414347985,-0.339882386692087,-0.258572515007353,-0.420333270923048,-0.41705673094926,-0.41527142629093,-0.282848897134611,0.391596680726435,-0.246083844975608,-0.113959185286157,-0.308313936334131,-0.280787037037037,-0.155348960077945,0.111351771270339,-0.161913632952987,0.28232393280937,-0.311097041556349,-0.0250308742579848,-0.0980717643175392,-0.290964129660924,-0.133250270437336,0.10045784215143,0.169072265943898,0.170382539310021,-0.00270568295521845,0.123905508938344,0.0957285704741332,0.0742773693221874,0.146300773694391,0.146047143727448,0.100829812533205
Belgium,BEL0112,0.11361963190184,0.08,-0.0430510359760029,-0.0297530864197531,5.52336448598131,51.9354838709678,52.0108695652174,50.7283950617284,9.86390532544379,11.0473372781065,10.8816568047337,-0.255688073394495,0.564723926380368,-0.357075471698113,-0.301981132075472,215.989010989011,213.822222222222,217.253164556962,-0.104119626168224,-0.165644859813084,13.4038461538462,8.65740740740741,-0.339317757009346,-0.18342962962963,-0.253507407407407,-0.323333333333333,497.63,507.21,511.73,469.17,506.72,503.56,486.85,495.96,490.86,502.67,0.197956379151794,0.239805825242718,0.190156940251141,0.234317934217859,-0.214204631236726,-0.324938435171703,-0.324024764434212,-0.255176215429646,-0.409551986475063,-0.397476150223403,-0.401927770678263,-0.289602446483181,0.414666175645929,-0.206742457966647,-0.0882955799653125,-0.279900950113716,-0.270699588477366,-0.158010170697286,0.109593451474127,-0.12766044653499,0.214590964590965,-0.281746031746032,-0.0105305000512085,-0.215293201555563,-0.302355041282657,-0.224432081594808,0.0287221069296764,0.120203768409365,0.097700070406008,-0.0824059137040289,0.0809011309740971,0.0379596018083425,-0.0137274650015107,0.0618230174081237,0.0945451989315339,0.058327219369039
Belgium,BEL0113,-0.47,-0.17,-0.0678558936691152,-0.673333333333333,6,55,55,55,3.66666666666667,4.33333333333333,3.66666666666667,0.57,-0.26,0.36,0.735,195,170,110,1.4348,-0.24025,12,16.5,1.0885,0.17825,0.75325,0.31,545.23,364.93,370.66,435.67,355.87,401.03,375.01,353.67,468.07,490.79,0.0906093761321642,0.19126213592233,0.0116336404041181,0.0963043711354945,-0.189542086724159,-0.287796657284826,-0.287796657284826,-0.188685611456849,-0.472789115646259,-0.465986394557823,-0.475776185602184,-0.0393939393939394,0.212141882673943,0.0535390199637025,0.200557103064067,-0.312379110251451,-0.351851851851852,-0.376970871972157,0.389947533338191,-0.146963698931408,0.103174603174603,-0.0840336134453781,0.448324067230131,-0.0937449123315375,0.140697613012252,0.00458970792767732,0.130559893883315,-0.112105280344839,-0.233372447782211,-0.150813746911437,-0.263065487048522,-0.190377034941986,-0.239006949340316,-0.28220502901354,0.0411453207741693,0.0282718142029499
Belgium,BEL0114,0.119698216735254,0.08,-0.0400289627767037,-0.102245179063361,4.00608519269777,51.5955334987593,52.3587223587224,51.2635379061372,10.0298913043478,11.2595108695652,11.6426630434783,-0.204690831556503,0.544705075445816,-0.503539094650206,-0.372164948453608,186.785894206549,173.652392947103,201.566037735849,-0.0956795407098121,-0.25976237006237,13.75106685633,6.33199195171026,-0.388354958677686,-0.110122457627119,-0.332171670190275,-0.223319238900634,494.2,494.24,495.77,496.73,483.41,495.22,497.01,483.1,479.78,487.96,0.199074432467343,0.239805825242718,0.211907134773238,0.218772255106324,-0.292713191778301,-0.32905861620045,-0.319808806465744,-0.246846332060128,-0.407858251996451,-0.395311113575865,-0.394138556361533,-0.274148736835304,0.409750223165412,-0.259905297513686,-0.107845389541395,-0.325089525405727,-0.345088161209068,-0.190035932397907,0.111131031715038,-0.152012308225923,0.242148163200795,-0.34036995079722,-0.0262894747815297,-0.190657140758108,-0.336973520538601,-0.188265649671996,0.0213837958109583,0.0990268752245044,0.0602440741609951,-0.0261277082354863,0.0277499087924117,0.0193862325457097,0.00673783865444655,0.0307301740812379,0.0685833450489714,0.0211121511877956
Belgium,BEL0115,0.106090534979424,0.08,-0.0425990785825542,-0.122298050139276,4.12793176972281,50.7955665024631,51.9950124688279,51.375,11.9402173913043,13.5720108695652,13.9402173913043,-0.229460580912863,0.44877914951989,-0.575256673511294,-0.398952772073922,192.313984168865,180.450928381963,165.84496124031,-0.0252892339544514,-0.224030688935282,13.5976505139501,6.29497907949791,-0.390909832635983,-0.0213004106776181,-0.181786707566462,-0.0903285420944559,496.78,498.02,502.75,494.57,491.86,499,500.31,484.63,486.37,487.51,0.196571528564379,0.239805825242718,0.193409727518336,0.214471986102589,-0.286408486104468,-0.338754175056148,-0.324216951626979,-0.245111344380295,-0.38836512866016,-0.371714174800355,-0.370622135196475,-0.281654721488746,0.386194061273643,-0.285937086573972,-0.115307178850675,-0.316535421015295,-0.332498280774143,-0.262961631066709,0.123954449837053,-0.142767132121215,0.229972263011911,-0.341303048416019,-0.0271105288543186,-0.160807055302249,-0.270792277305337,-0.140174438031375,0.0269035750197899,0.105198706854325,0.0766252053508566,-0.0305384819587103,0.0470175118569865,0.0278043783266152,0.0133850337395508,0.0344294003868472,0.0840245559773186,0.0199736888708983
Belgium,BEL0116,-0.17,-0.17,0,-0.44,,50,50,50,50,50.5,50.5,2.35,-0.4,1.195,1.605,150,150,100,1.60445,2.2602,15,,0.97615,0.2217,0.1672,1.68,511.65,341.37,297.63,389.49,315.04,358.04,338.79,289.08,442.94,501.06,0.145789324073506,0.19126213592233,0.5,0.146341899281604,,-0.348396400152889,-0.348396400152889,-0.266514208592637,0,0.00510204081632648,0.00358239508700109,0.5,0.177762619372442,0.356624319419238,0.442896935933148,-0.382011605415861,-0.388888888888889,-0.397386185793371,0.420853676309845,0.5,0.341269841269841,,0.412218401516856,-0.0791428370855744,-0.117210604140262,0.5,0.0587171861962731,-0.150573098651341,-0.404764139873269,-0.245114455494068,-0.356165632980664,-0.286116740529586,-0.311964951153188,-0.438370406189555,-0.017737475982942,0.0542540541908063
Belgium,BEL0117,-0.0186904761904762,-0.015,-0.043294920838999,-0.391552795031056,2.86915887850467,52.9365079365079,56.3114754098361,50,18.1453488372093,17.0813953488372,15.8662790697674,-0.449074074074074,0.349285714285714,-0.651681415929204,-0.586548672566372,202.241379310345,194.051724137931,127.555555555556,-0.171547747747748,-0.437559633027523,12.9041095890411,5.62037037037037,-0.351478899082569,0.305899099099099,-0.25758018018018,-0.216936936936937,462.49,456.36,471.72,471.28,452.71,462.72,466.11,454.38,432.23,439.19,0.173620162896302,0.221359223300971,0.188401673961631,0.156731235205464,-0.351541153620431,-0.312806074976407,-0.271901642762055,-0.266514208592637,-0.325047460844803,-0.335904129093498,-0.350908095498798,-0.348204264870932,0.361761839797311,-0.313677464947079,-0.167562304336037,-0.301173881144534,-0.307311621966794,-0.341130654374914,0.097309672129318,-0.198015377636555,0.174929332463579,-0.358309990662932,-0.0144386988085512,-0.050846368024876,-0.304147382490222,-0.185957724066208,-0.046458141674333,0.0371779381510629,0.0038019244308849,-0.0780972412243982,-0.0422519153593579,-0.0529920049885307,-0.0555040789606204,-0.0387088974854933,-0.0428323726510145,-0.102271864801275
Belgium,BEL0118,0.00462555066079294,-0.17,-0.0450821449592632,-0.357327188940092,3.56204379562044,58.2708333333333,57.4731182795699,53.6666666666667,19.1702127659574,21.4212765957447,22.468085106383,-0.457430555555556,0.341806167400881,-0.603888888888889,-0.420896551724138,196.390804597701,181.524390243902,195.377358490566,-0.0243617021276596,-0.364895035460993,13.2110552763819,7.54676258992806,-0.311661428571429,0.483053237410072,-0.189590647482014,-0.150642857142857,408.42,411.15,398.84,409.28,410.67,411.3,401.36,405.16,393.5,408.22,0.177908753389142,0.19126213592233,0.175538824617233,0.164070798325867,-0.315689219369087,-0.248154325491968,-0.257822590919977,-0.209439904026393,-0.314589665653495,-0.291619626574034,-0.283335874039069,-0.350736531986532,0.359925116142099,-0.296329905222827,-0.121419652290846,-0.310226994819805,-0.330510388437218,-0.202670315291036,0.124123423790778,-0.179214219115887,0.199290101300152,-0.309745480926183,-0.00164264825382537,0.00868914538710519,-0.27422662630352,-0.161984899662229,-0.162138165636165,-0.0366391274532215,-0.167237737620277,-0.2047027832799,-0.138111090842758,-0.167505511881166,-0.185930103736529,-0.157712765957447,-0.133581704859647,-0.180623371366408
Belgium,BEL0119,-0.674078947368421,-0.665,-0.0697315066946965,-1.1448,,,,,97,97,97,,-0.322328767123288,,,,,,,,11.8055555555556,,,,,,355.64,249.03,390.41,347.51,349.94,332.14,382.86,372.72,339.91,328.32,0.0530724904931198,0.0951456310679611,-0.00186535365202672,-0.00480002859287326,,,,,0.479591836734694,0.479591836734694,0.479529170931423,,0.19683604627259,,,,,,,,0.0877425044091711,,,,,,-0.275058299993582,-0.301342128465532,-0.187021825862474,-0.330838659614874,-0.276587012039402,-0.343796628287642,-0.223194682243932,-0.236146034816248,-0.259149913304279,-0.382763680522175
Belgium,BEL0120,-0.0454545454545455,-0.17,-0.0537347792998479,-0.637333333333333,,,,,97,97,97,,0.114375,,,,,,,,13.4285714285714,,,,,,374.66,310.25,395.33,376.76,361.25,359.75,385.63,382.81,350.9,340.73,0.168697363067336,0.19126213592233,0.113264859817194,0.104024446906609,,,,,0.479591836734694,0.479591836734694,0.479529170931423,,0.304075716234652,,,,,,,,0.216553287981859,,,,,,-0.234365974198241,-0.201384580217484,-0.175475240553861,-0.271109432112883,-0.250798066399124,-0.282308531723938,-0.217615066975526,-0.211750483558994,-0.233398940906322,-0.351367419738407
Belgium,BEL0121,0.498,0.145,-0.0796765521474991,-0.637,0.333333333333333,50,50,,12.7,5,5.2,0.02,0.27,-0.548333333333333,-0.505,350,350,,-0.0508166666666667,-0.599583333333333,11.875,1.16666666666667,0.0179166666666667,1.81338333333333,1.12086666666667,0.581666666666667,306.29,292.18,309.88,316.77,330.54,306.58,306.91,306.99,346.04,325.11,0.268656674822895,0.252427184466019,-0.0734409439387603,0.104095929089674,-0.482752338151342,-0.348396400152889,-0.348396400152889,,-0.380612244897959,-0.459183673469388,-0.460081883316274,-0.206060606060606,0.342291950886767,-0.276164549304295,-0.144846796657382,-0.0725338491295938,-0.0185185185185185,,0.119303966576793,-0.239937212692006,0.0932539682539683,-0.470588235294118,0.104273119730908,0.455768090442129,0.302477937379712,0.102828001854428,-0.38064012323228,-0.230888547823531,-0.376015019948369,-0.393610504175941,-0.320822692448012,-0.400719328329956,-0.376180884278376,-0.395067698259188,-0.244786541075027,-0.390884711716042
Belgium,BEL0222,0.0533333333333333,0.08,-0.035470952306652,0.116470588235294,5.54545454545455,56.5,58.3333333333333,72.2727272727273,8.05555555555556,15.1666666666667,10.6111111111111,-0.225384615384615,0.0638888888888889,-0.530909090909091,-0.102727272727273,210.555555555556,208.75,161.5,-0.6385,-0.435590909090909,15.4117647058824,8.09090909090909,-0.619254545454546,-0.746538461538462,0.3762,0.132307692307692,432.96,430.87,427.13,446.96,427.61,437.49,413.05,435.44,436.01,415.47,0.186867729763172,0.239805825242718,0.244711639435922,0.265675096658628,-0.213061625608692,-0.269616734424407,-0.247396828706117,0.0801768150122352,-0.428004535147392,-0.355442176870748,-0.404696918002957,-0.28041958041958,0.291678035470669,-0.269839960402574,-0.0327931121802988,-0.288308618095852,-0.280092592592593,-0.271832005792904,0.0122422210886832,-0.197505992157859,0.373949579831933,-0.296027501909855,-0.100493153406352,-0.404535032054968,-0.0252341219546542,-0.0596662030598053,-0.109636079673092,-0.0044411063579663,-0.100844872095752,-0.127759286108105,-0.0994846771251368,-0.109179787542035,-0.162382918722933,-0.0845019342359768,-0.0339753502975772,-0.162281478483062
Belgium,BEL0223,0.162625,0.08,-0.0436082971170713,0.554383429672447,6.54105571847507,51.1981981981982,51.0945945945946,51.2063253012048,8.12320916905444,10.6523400191022,11.2320916905444,-0.0210619469026549,0.156980769230769,-0.235925394548063,-0.127589670014347,252.614678899083,251.230886850153,204.604006163328,0.180241991341991,-0.402428447024673,15.3587487781036,9.51088534107402,-0.177682122093023,-0.705737518248175,-0.019863503649635,-0.0738338192419825,547.76,553.82,552.13,538.99,540.45,550.11,541.78,554.38,559.62,539.02,0.206970091353469,0.239805825242718,0.18614627028436,0.359583994354147,-0.161546248503537,-0.333874299609732,-0.335129969957448,-0.247736887416202,-0.427314192152506,-0.401506734498957,-0.398340924354714,-0.218503620273532,0.314538251652849,-0.162767838311457,-0.0397185710346371,-0.223226802477242,-0.201424283610828,-0.183833824515314,0.161397287645193,-0.188925572983693,0.36974196651616,-0.260229781317462,0.0414139788241079,-0.390823215161274,-0.199533297972836,-0.1342097260124,0.135972700626859,0.19630669758025,0.192513494484863,0.0601682628494416,0.157811929952572,0.141627508184308,0.0969181186423608,0.203070599613153,0.255658653170252,0.150289675411744
Belgium,BEL0224,0.00315315315315314,0.08,-0.0426959799815004,-0.00680573663624511,4.64207377866401,53.7734042553192,54.5289778714436,54.5823068309071,12.4397705544933,14.3792224346718,15.0082855321861,-0.0332167832167832,0.0215379665379665,-0.402453385672228,-0.239627085377821,238.550111358575,224.878587196468,185.374707259953,0.0387463438735178,-0.468127777777778,14.4279918864097,7.71711177052423,-0.374015476190476,-0.469267423494571,0.0951530049261084,-0.0455402750491159,478.97,481.82,481.52,469.13,470.81,481.24,470.95,481.04,480.68,476.12,0.177637930663074,0.239805825242718,0.192712317449965,0.239238914192163,-0.259805243567246,-0.30266293463097,-0.293505421259963,-0.19518730613359,-0.38326764740313,-0.363477322095186,-0.359690015023684,-0.222186904005086,0.281278081823784,-0.223213570116961,-0.0709267647291982,-0.244990156505107,-0.250224838525059,-0.223091041682747,0.135620189439903,-0.205924545985091,0.295872371937281,-0.305450963768297,-0.0216812276859839,-0.311353615230039,-0.148916963752417,-0.12397840266032,-0.0112000171155944,0.0787479998693792,0.0268012203708049,-0.0824875946989034,-0.00098048157606706,-0.0117475447074805,-0.0457548595024676,0.0257495164410058,0.070692159895028,-0.00884205732790244
Belgium,BEL0225,-0.180364583333333,-0.17,-0.047283926409712,-0.401904761904762,3.00819672131148,59.7058823529412,62.375,57.3893805309735,13.4221105527638,15.7788944723618,15.7185929648241,-0.015,-0.0822916666666667,-0.36236641221374,-0.204961832061069,203.472222222222,172.227272727273,123.619047619048,0.0285302325581395,-0.485986614173228,13.5966850828729,6.07936507936508,-0.5121515625,-0.131705,0.283705,0.198991596638655,421.48,421.15,430.77,406.93,406.4,422.89,403.63,426.62,429.43,422.54,0.14388293351095,0.19126213592233,0.159692360390783,0.154511291631989,-0.344346920529735,-0.230761605173707,-0.198412036554432,-0.151493184507004,-0.373243769869757,-0.349194954363655,-0.352419724003847,-0.216666666666667,0.255781036834925,-0.208662944542193,-0.0612707053094899,-0.299269288630991,-0.347727272727273,-0.349167158863265,0.133759060073989,-0.210545321786651,0.229895641497851,-0.346738695478191,-0.0660737097085195,-0.197910303191434,-0.0659392163075623,-0.0355524128983999,-0.134196957703087,-0.0203115305489339,-0.0923022764609247,-0.209501541728778,-0.147847500912076,-0.141694318865109,-0.181357639238594,-0.105826885880077,-0.0493931299498571,-0.144394970526476
Belgium,BEL0226,-0.451744186046512,-0.42,-0.0557523702411613,-0.693333333333333,,,,,97,97,97,,-0.438705882352941,,,,,,,,13.6885245901639,,,,,,361.83,197.12,393.23,379.59,282.35,358.1,367.27,369.31,328.38,333.96,0.093967225677432,0.142718446601942,0.0987440350238815,0.0920154401515422,,,,,0.479591836734694,0.479591836734694,0.479529170931423,,0.16825776422438,,,,,,,,0.237184491282852,,,,,,-0.261815108790997,-0.38609868399569,-0.180403661112415,-0.265330501725511,-0.430705034658884,-0.285983119167984,-0.254597643267197,-0.244390715667311,-0.286166174609869,-0.368494952817062
Belgium,BEL0227,-0.4185,-0.195,-0.0366303485060301,-0.7805,0.642857142857143,70.8333333333333,70.8333333333333,71.1111111111111,21.3809523809524,17.6190476190476,17.952380952381,-0.342666666666667,-0.4495,-0.157272727272727,-0.0536363636363636,148.75,145,150,-0.37591,-0.37005,13.3888888888889,4.5,-0.77951,0.0228466666666666,-0.44664,0.463125,358.65,282.74,376.02,366.94,347.82,351.51,365.35,352.1,333.01,358.59,0.100081933862095,0.186407766990291,0.236367336964856,0.073322849279817,-0.466736652149017,-0.0958974715359579,-0.0958974715359579,0.0620954237584664,-0.292031098153547,-0.33041788143829,-0.329555977969489,-0.315959595959596,0.165607094133697,-0.134218775779574,-0.0191187642441124,-0.38394584139265,-0.398148148148148,-0.2953096166873,0.0600797930481674,-0.180548009004114,0.213403880070547,-0.386554621848739,-0.151994086833564,-0.14597071594044,-0.387348612871427,0.0599617524339361,-0.268618557583278,-0.246301799301179,-0.220793241023234,-0.291162116354577,-0.281421014228384,-0.300659198717235,-0.258465102225803,-0.286000967117988,-0.275317493790712,-0.306183115338882
Belgium,BEL0328,0.449445178335535,0.35,-0.0446686788891756,0.294619492656876,5.4718875502008,50.1156186612576,50.2646464646465,50.6155555555556,7.04330708661417,8.3254593175853,8.70866141732284,-0.121931589537223,0.0695772787318362,-0.35948,-0.426007984031936,232.409282700422,217.675052410901,163.436194895592,0.0701943661971831,-0.136077327935223,14.3513139695712,8.77290836653386,-0.102501212121212,-0.559235270541082,-0.127566866267465,-0.500801603206413,513.3,513.87,518.73,510.65,501.21,514.19,513.33,511.87,501.12,509.96,0.259725833050407,0.292233009708738,0.178514585579865,0.303878514455172,-0.216868201580767,-0.346995107924297,-0.345188898611186,-0.256932643523031,-0.438333601156998,-0.425250415126681,-0.42416927924951,-0.249070178647643,0.293074911557613,-0.207615245009074,-0.122843449591069,-0.254492405879424,-0.26356471775759,-0.26787920315165,0.141349261494787,-0.120010175666957,0.289786822981844,-0.278834242860491,0.0655746980360537,-0.341588765340291,-0.246931271241491,-0.288606977515532,0.0622472775507584,0.131077947947621,0.114128138934522,0.00229727798084578,0.0683372856621671,0.0616328530387726,0.0396112398025985,0.100290135396518,0.118585688176578,0.0767703089027753
Belgium,BEL0329,0.0827272727272727,0.35,-0.0292669732215308,-0.186,,,,,97,97,97,,-0.191818181818182,,,,,,,,13.75,,,,,,322.11,141.29,326.25,356.78,398.86,318.47,370.12,288.46,368.82,333.84,0.192274249915001,0.292233009708738,0.289362361974245,0.200811322777798,,,,,0.479591836734694,0.479591836734694,0.479529170931423,,0.228885030385713,,,,,,,,0.242063492063492,,,,,,-0.346794035215336,-0.477255657512327,-0.337596808260972,-0.311909089052705,-0.165040131338927,-0.37424002850589,-0.248856883875516,-0.439869439071567,-0.19141009419373,-0.368798542768235
Brazil,BRA0101,-1.41774822695035,-1.47,-0.0582552804809188,-1.35134275618375,3.03293413173653,62.974358974359,64.6687898089172,57.7814569536424,97,97,97,0.186520547945205,-1.48560218978102,0.459104046242775,0.525187319884726,213.503731343284,221.840740740741,119.592,0.260016568047337,0.146515835777126,10.0088809946714,8.75581395348837,0.00603293768545992,0.467160704607046,0.474452845528455,0.589521276595745,355.88,326.03,347.99,345.81,371.46,352.16,330.87,363.68,381.89,377.14,-0.0837129499499016,-0.0611650485436894,0.0807303136491973,-0.0490924099182413,-0.343066933059667,-0.191147836608068,-0.170611422031679,-0.145390232917736,0.479591836734694,0.479591836734694,0.479529170931423,-0.155599833955998,-0.0888245486501827,0.0895114505418421,0.142113459577918,-0.283746643956234,-0.255850480109739,-0.357388502954848,0.175930293676189,-0.046892329484042,-0.0548507147086189,-0.279265194449873,0.1004540725923,0.00334820269806668,0.0180048785067487,0.105668333678573,-0.274544832160202,-0.175619632302518,-0.286575921145271,-0.334310101897041,-0.22751732944181,-0.29921163396655,-0.327918219357438,-0.258002901353965,-0.160785416373776,-0.259253168720115
Brazil,BRA0102,-2.095,-2.19,-0.0600253739051351,-2.26833333333333,2.26923076923077,84.8076923076923,86.9230769230769,76.304347826087,97,97,97,0.027037037037037,-2.157,0.332692307692308,0.721923076923077,217.727272727273,234.52380952381,195.5,0.264861538461538,0.293584,6.72619047619048,11.1153846153846,0.150204,1.08706296296296,0.679177777777778,0.685357142857143,311.56,274.44,285.37,304.54,343.06,295,315.93,319.22,326.3,349.5,-0.208282008550105,-0.200970873786408,0.0679907558158798,-0.245737874834698,-0.382583225107214,0.073471040582476,0.099109393334349,0.142931889382594,0.479591836734694,0.479591836734694,0.479529170931423,-0.203928170594837,-0.253697135061391,0.0436269719391318,0.196914506106707,-0.277211183400739,-0.232363315696649,-0.202419938800775,0.176812930565754,-0.00884007348184951,-0.315381708238851,-0.21978021978022,0.146786001221197,0.211676382713154,0.108099993741101,0.140323862507451,-0.369365225390984,-0.259853704731738,-0.433536728467496,-0.418584468358825,-0.292274717256476,-0.426508251119079,-0.358011884379092,-0.365498065764023,-0.291039880031867,-0.329180054140208
Brazil,BRA0103,0.0885714285714286,0.17,-0.0431290336692661,0.420731707317073,4.11111111111111,49.0833333333333,49.0833333333333,49.0434782608696,97,97,97,0.402068965517241,-0.0440476190476191,0.212222222222222,0.300740740740741,193.181818181818,180.681818181818,187.380952380952,0.07215,-0.0909892857142857,14.9625,10.3703703703704,-0.0592928571428572,0.292275862068966,0.438641379310345,0.933103448275862,444.08,456.26,416.24,421.79,460.11,449.58,388.26,466.06,449.76,448.51,0.193349183965806,0.257281553398058,0.189595582239977,0.33092284370072,-0.287278837199887,-0.359506353012034,-0.359506353012034,-0.281403157609918,0.479591836734694,0.479591836734694,0.479529170931423,-0.090282131661442,0.265172480997856,-0.000100826779592611,0.0795935210976993,-0.315192544399508,-0.332070707070707,-0.218995229307999,0.141705530860599,-0.108344144923358,0.338293650793651,-0.238562091503268,0.0794604694723601,-0.0554246771665928,0.00224500920220083,0.229912234425207,-0.0858454033931666,0.03701466218202,-0.126402252992255,-0.179157052132895,-0.0253785114921561,-0.0822550831792976,-0.212317453922852,-0.0104690522243714,-0.0017573457050471,-0.0786930452602019
Brazil,BRA0204,-1.83752727272727,-1.92,-0.0574890521354693,-2.12930656934307,2.96894409937888,62.3413173652695,62.8089171974522,59.2727272727273,97,97,97,0.283728813559322,-2.07262962962963,0.571,0.756759776536313,223.506756756757,222.795774647887,131.566666666667,0.509975280898876,0.219721787709497,7.08671586715867,8.18181818181818,0.199314606741573,0.649588700564972,0.56251581920904,0.453296089385475,335.5,294.85,341.73,320.49,343.5,323.94,333.68,340.81,349.55,344.95,-0.160924236259357,-0.148543689320388,0.086244943660719,-0.215924065050874,-0.346377968379035,-0.19882026835519,-0.193152982436105,-0.122177537540813,0.479591836734694,0.479591836734694,0.479529170931423,-0.126142783769902,-0.232978626648477,0.130127041742287,0.206618322154962,-0.268268074651053,-0.254081898800209,-0.332941845164405,0.221466749416832,-0.0279511015266897,-0.286768581971534,-0.293735676088617,0.162568565974089,0.0646560812699397,0.0567595317600688,0.0564074871213122,-0.318146809011361,-0.226529079450087,-0.301267308143628,-0.386014171652611,-0.291271433783291,-0.362058214373204,-0.322258032027394,-0.313297872340426,-0.236562163175407,-0.34069117312217
