CNT: Country code 3-character,WEALTH: Wealth - mean (country),WEALTH: Wealth - median (country),WEALTH: Wealth Inequality (country),"ESCS: Index of economic, social and cultural status (country)",ST57Q01: Out-of-School Study Time - Homework - mean (country),ST69Q01: Min in <class period> - <test lang> - mean (country),ST69Q02: Min in <class period> - <Maths> - mean (country),ST69Q03: Min in <class period> - <Science> - mean (country),IC05Q01: Internet at School - mean (country),IC06Q01: Internet out-of-school - Weekday - mean (country),IC07Q01: Internet out-of-school - Weekend - mean (country),ATSCHL: Attitude towards School: Learning Outcomes - mean (country),ICTRES: ICT resources - mean (country),INSTMOT: Instrumental Motivation for Mathematics - mean (country),INTMAT: Mathematics Interest - mean (country),LMINS: Learning time (minutes per week) - <test language> - mean (country),MMINS: Learning time (minutes per week) - <Mathematics> - mean (country),SMINS: Learning time (minutes per week) - <Science> - mean (country),MATWKETH: Mathematics Work Ethic - mean (country),PERSEV: Perseverance - mean (country),PARED: Highest parental education in years - mean (country),OUTHOURS: Out-of-School Study Time - mean (country),OPENPS: Openness for Problem Solving - mean (country),TCHBEHSO: Teacher Behaviour: Student Orientation - mean (country),TCHBEHTD: Teacher Behaviour: Teacher-directed Instruction - mean (country),TEACHSUP: Teacher Support - mean (country),Math (country),Math.ChangeRel (country),Math.Quantity (country),Math.SpaceShape (country),Math.UncData (country),Mean.Employ (country),Math.Formulate (country),Math.Interpret (country),Reading (country),Science (country),WEALTH: Wealth - mean (country) - scaled,WEALTH: Wealth - median (country) - scaled,WEALTH: Wealth Inequality (country) - scaled,"ESCS: Index of economic, social and cultural status (country) - scaled",ST57Q01: Out-of-School Study Time - Homework - mean (country) - scaled,ST69Q01: Min in <class period> - <test lang> - mean (country) - scaled,ST69Q02: Min in <class period> - <Maths> - mean (country) - scaled,ST69Q03: Min in <class period> - <Science> - mean (country) - scaled,IC05Q01: Internet at School - mean (country) - scaled,IC06Q01: Internet out-of-school - Weekday - mean (country) - scaled,IC07Q01: Internet out-of-school - Weekend - mean (country) - scaled,ATSCHL: Attitude towards School: Learning Outcomes - mean (country) - scaled,ICTRES: ICT resources - mean (country) - scaled,INSTMOT: Instrumental Motivation for Mathematics - mean (country) - scaled,INTMAT: Mathematics Interest - mean (country) - scaled,LMINS: Learning time (minutes per week) - <test language> - mean (country) - scaled,MMINS: Learning time (minutes per week) - <Mathematics> - mean (country) - scaled,SMINS: Learning time (minutes per week) - <Science> - mean (country) - scaled,MATWKETH: Mathematics Work Ethic - mean (country) - scaled,PERSEV: Perseverance - mean (country) - scaled,PARED: Highest parental education in years - mean (country) - scaled,OUTHOURS: Out-of-School Study Time - mean (country) - scaled,OPENPS: Openness for Problem Solving - mean (country) - scaled,TCHBEHSO: Teacher Behaviour: Student Orientation - mean (country) - scaled,TCHBEHTD: Teacher Behaviour: Teacher-directed Instruction - mean (country) - scaled,TEACHSUP: Teacher Support - mean (country) - scaled,Math (country) - scaled,Math.ChangeRel (country) - scaled,Math.Quantity (country) - scaled,Math.SpaceShape (country) - scaled,Math.UncData (country) - scaled,Mean.Employ (country) - scaled,Math.Formulate (country) - scaled,Math.Interpret (country) - scaled,Reading (country) - scaled,Science (country) - scaled
Chinese Taipei,-0.471364315352697,-0.43,-0.0459206327486408,-0.389053627760252,5.35307994757536,48.1018705763397,48.0936234817814,48.0426552919222,2.93648693350976,4.19550115779027,5.52960635130665,-0.249852977822078,-0.203603319502075,-0.339319659829915,0.0635683920980245,251.122045220966,241.805519731751,188.549986453536,-0.203938327091136,-0.0782504491017964,13.0106453759148,9.9351689612015,-0.333352819361278,0.00544567655120857,-0.0679554448043857,0.122044377960608,559.82,561.03,543.48,592.09,548.53,548.72,578.35,548.96,523.12,523.31,0.0952380647582222,0.142857142857143,0.28442426472106,0.0530514096049702,-0.273539221020893,-0.353393466212944,-0.353866426838151,-0.317579750764555,-0.489744359201113,-0.485664748446342,-0.487648133922958,-0.308563866597323,0.191206669675691,-0.299443961032077,-0.184915931601486,0.0665080704775666,-0.063312555194645,-0.115337199779246,-0.248939119178091,-0.122901601564783,0.076000914214766,-0.224319487945492,-0.205648892332919,-0.152306878689859,-0.309719501817649,0.0336890579955813,0.283874396925342,0.270833333333333,0.292454481792717,0.297006715245035,0.301602197299153,0.238430747865866,0.320088257117195,0.358453348543182,0.24940681622088,0.225568813100816
Colombia,-1.40553118040089,-1.43,-0.067669250083237,-1.07887073468934,5.40143504531722,73.0048563334682,75.0282392026578,70.1378238341969,97,97,97,0.395424111340982,-1.2858977259871,0.355117346938776,0.50962453278967,233.826494480317,267.739901688395,208.423185879277,0.322017388243576,0.418024645583424,11.4317624777184,11.7910014513788,0.163226252983294,0.728485910832463,0.393697655435915,0.493933104631218,376.49,356.8,375.12,368.96,388.13,,,,403.4,398.68,-0.192319960240981,-0.181818181818182,-0.111785255737554,-0.210173148933624,-0.269125718803707,0.0219851026078381,0.0516794771542344,0.099256426287937,0.47939395869239,0.479206371839234,0.478867145084785,0.362665455303906,-0.148223435657286,0.321392376345908,0.163146768634378,-0.00259640428987828,0.0414482909280396,-0.0231500712590541,0.139022290775669,0.23849954576204,-0.137934770791116,-0.12638546021077,0.162299375809617,0.285965428355143,0.0349284000639619,0.383347892614383,-0.465696295690572,-0.473011363636364,-0.444415266106443,-0.5,-0.432661936369879,,,,-0.396192838654012,-0.376479397130573
Connecticut (USA),0.693351095322676,0.57,-0.0531388907256593,0.450948687350835,8.05535055350554,57.5059469350412,57.8956043956044,59.329650092081,97,97,97,0.0412025901942646,0.309649851632047,0.147985675917637,0.15893655049151,232.876635514019,234.524789522919,254.281809613572,0.380185483870968,0.425978315412186,14.2691611345806,12.0902527075812,0.271324119241192,0.339541950321987,0.432053584558824,0.308857404021938,505.78,514.64,501.73,486.88,511.97,502.27,503.51,514.99,521.25,520.76,0.453764229313061,0.467532467532467,0.152924294510464,0.373584542728969,-0.0268955812049077,-0.211639832370054,-0.206281131699471,-0.104645065341911,0.47939395869239,0.479206371839234,0.478867145084785,-0.00580240979652413,0.352173571931366,0.136213783128195,-0.110499068568308,-0.00639157137957919,-0.0927227589289553,0.189577368816691,0.181928900088901,0.244291626469609,0.246527449924539,-0.110593689682075,0.242396232271378,0.0502062564556745,0.0635630837475527,0.209335213147987,0.0629241965818954,0.101872086247086,0.109725140056023,-0.0787969709958565,0.134241245136187,0.0487072662663889,0.0278244230093334,0.196991301867959,0.239322691975841,0.21325056760543
Costa Rica,-1.34538444444444,-1.27,-0.0705651387310156,-0.970896959089915,3.42534908700322,39.9080213903743,39.9146818343406,39.9052556310333,11.8893959148196,13.1014776184268,13.5445458496306,0.427327526132404,-1.07743755575379,0.289515172654343,0.314287208086441,188.764335923048,208.037881574108,202.875577812019,0.657571378586424,0.481064025026069,12.144298245614,8.85425531914894,0.210712486956522,0.373321833449965,0.139889440559441,0.512857640097459,407,401.52,406.48,397.44,414.43,400.86,398.73,417.84,440.55,429.35,-0.173805412948735,-0.12987012987013,-0.164541650996425,-0.168971866549617,-0.449488496786874,-0.476904574903217,-0.477014138262208,-0.471095781171987,-0.397502353055041,-0.393070966980836,-0.402958857136803,0.395851985302291,-0.082845977254056,0.262743120603773,0.0107228235506217,-0.182642523993286,-0.19971551057925,-0.0488841288166687,0.386537424490254,0.284406552382618,-0.041387504511851,-0.281360318494537,0.19748506631519,0.0706820012459021,-0.154552551524929,0.401141201586314,-0.340951835800147,-0.310132575757576,-0.307160364145658,-0.398271181597371,-0.312268253604944,-0.365498509169628,-0.381360565470379,-0.264770188697182,-0.195858498705781,-0.228322303270373
Croatia,-0.448698959167334,-0.5,-0.0429085652210532,-0.348443197755961,5.87119581924378,45,45,45,3.42851437699681,5.55790734824281,6.05990415335463,0.0902352231604343,-0.294953907815631,-0.253399758454106,-0.263530476765238,165.109289617486,146.796116504854,179.041679342866,-0.179283253012048,0.0901612961841308,13.6392125351547,10.8055302339714,-0.0370834190620272,-0.377507583508878,0.0534003912127596,-0.361837041491281,471.13,467.74,480.08,460.15,468.13,477.54,452.55,477.04,484.57,491.36,0.102214982163905,0.12012987012987,0.339297170540045,0.0685477816180248,-0.226249366276408,-0.400149937463802,-0.400446127270212,-0.374980933179016,-0.484674990288627,-0.471500064582244,-0.482044780666689,0.0452022539822593,0.162557219371127,-0.222630374834758,-0.440154914219479,-0.277156400715553,-0.447099047130356,-0.159444014733532,-0.230752764275283,-0.00025954553283164,0.16117059078659,-0.178389704154211,0.0138766954632873,-0.384434775339732,-0.219121097425634,-0.421268032890096,-0.0787472401668166,-0.0689466783216783,0.0149684873949579,-0.174274896413773,-0.0664454108491647,-0.0523015970265081,-0.171183660717772,0.0166120062740625,0.0415228645383951,0.0712284430703831
Czech Republic,-0.189319638145496,-0.36,-0.0475736840444169,0.0554485363550519,3.13516642547033,44.9302863754701,44.9299214888049,44.8413531641878,5.80739628308617,8.00168950628872,8.37976346911958,-0.231873182082606,0.0691981132075472,-0.190951831554658,-0.161625360230548,177.931678832117,183.576077396658,228.540708514605,-0.384081289762869,-0.0846140503035559,13.7934575884367,6.58429561200924,-0.131770428240741,-0.0240479965156794,0.0969584735925711,-0.269254856480139,498.96,499.32,504.92,498.61,488.23,503.5,495.03,494.05,492.89,508.3,0.182057896817944,0.165584415584416,0.254309492314307,0.222667217539302,-0.475974263125336,-0.401200775337565,-0.401501277024995,-0.377973883443907,-0.460165320877225,-0.446092515832083,-0.457532155494803,-0.289860946092611,0.276762890316562,-0.166801060101801,-0.360637188101155,-0.225924469149579,-0.298527940642216,0.0701704155413134,-0.381818210998392,-0.12753575064878,0.182070507538075,-0.40114822936061,-0.0562831702725143,-0.17018452854306,-0.186602737439805,-0.334220008586496,0.0350396598250061,0.0460737179487178,0.123686974789916,-0.0368981283040433,0.0255664911879149,0.0537311603970102,-0.00529152184949433,0.0974618565521175,0.0863891285591025,0.153060238635815
Denmark,0.195567428648722,0.18,-0.0362212052828675,0.280490545354892,4.47823330515638,52.3366464995679,51.7297706620511,52.989113868931,15.4893730784654,16.5650314129127,17.2014436572651,-0.100146812080537,0.781003787878788,0.263781114996914,0.385954339777869,320.41674270073,228.955570745044,178.422875370244,0.141488762181215,-0.0344558474046279,14.9830508474576,7.50407523510972,0.0540147846089502,0.23913897393463,-0.231876353865234,0.14040568369028,500.03,,,,,494.6,502.47,507.68,496.13,498.47,0.300534979356481,0.340909090909091,0.46112540603104,0.308540100186891,-0.353388870309712,-0.289559990948516,-0.299118120400317,-0.22426238686919,-0.360411713984772,-0.357061042122161,-0.364318511732549,-0.152836707206832,0.5,0.239736515330455,0.066645504798769,0.343375442052705,-0.115219384157496,-0.162314501771418,0.00585872155844436,-0.0910091703918726,0.34325817322103,-0.352610592696027,0.081377377909231,-0.0106532116750509,-0.432094933398072,0.0509528046571011,0.0394145065009404,,,,,0.0173794061185313,0.023763033545515,0.162246304482152,0.10386108714409,0.105574609922226
Estonia,-0.177426160337553,-0.33,-0.0455481489992294,0.147273111910303,6.9585626416316,45,45,45,4.34086629001883,7.16028457836367,7.21866499267629,0.0181277672359266,0.213440928270042,0.0150571065989848,-0.00258248730964468,198.463022508039,223.25424815646,193.182112767336,-0.148636265481105,0.309110206677266,14.0880530027784,12.1454196028187,0.0703602608972319,-0.150518692769182,-0.168630640580625,-0.125375631313131,520.55,529.92,524.66,512.57,510.46,524.46,517.28,512.57,516.29,541.4,0.185718982558388,0.175324675324675,0.291210057374562,0.257706191088575,-0.127002418061702,-0.400149937463802,-0.400446127270212,-0.374980933179016,-0.475275009685223,-0.454840446434038,-0.46980081831728,-0.0298052731050682,0.32200044639818,0.0173737943253285,-0.236534218200811,-0.143891364666824,-0.138249637178252,-0.0938498481624245,-0.208146586327824,0.159185061511909,0.221987636185663,-0.107682480681897,0.0934888220420698,-0.246844998033682,-0.384878739300816,-0.198941258278177,0.123313435276801,0.157524766899767,0.210084033613445,0.0129661380197174,0.127328908216983,0.139341583956215,0.0815987815831608,0.185488854032987,0.212575496117342,0.312955895850442
Finland,0.211618404486666,0.14,-0.041172331827026,0.34548416810593,2.89081885856079,50.3387211367673,50.3467684659091,50.4154228855721,6.30184618869634,8.08675954241704,18.3095480801903,0.0548358630427109,0.206967025417907,0.0406513809275665,-0.129076068079194,153.331596576107,174.90689592098,184.958107349916,-0.289023647469459,-0.0126148497554158,14.8652163769976,4.71107205623902,-0.0652867284490296,0.0195223490168539,-0.0608452184593788,0.184953727955299,518.75,520.34,526.53,506.84,518.65,515.51,518.83,528.12,524.02,545.44,0.305475838515547,0.327922077922078,0.370927328442426,0.333340757469263,-0.498276534833615,-0.319675992724894,-0.319941542634002,-0.272816327897753,-0.455070993287452,-0.445208058482646,-0.352609806732255,0.00837917613460848,0.3199700954014,0.0402554313595379,-0.335238603744936,-0.324214242573333,-0.3335467349247,-0.131999087654507,-0.31170071658622,-0.0751039563407941,0.327291822465077,-0.5,-0.00702100124358257,-0.14377427507456,-0.304411350328068,0.0928379604178188,0.115953880121024,0.122632575757576,0.218268557422969,-0.00750107158165453,0.164820325017166,0.102785606339092,0.0876518139571213,0.259399210989115,0.254260138050043,0.332471861262741
Florida (USA),0.480307040762308,0.57,-0.0533587100175535,0.170521554018095,5.56614626129827,64.5413907284768,64.8247933884298,64.6233443708609,97,97,97,0.0883265966046888,-0.0402173913043479,0.0490599675850892,-0.011552142279709,249.940627650551,248.754653130288,235.86598812553,0.286616205211726,0.363528184059162,13.717907227616,10.3422330097087,0.22778550247117,0.292843402225755,0.319800079491256,0.0947456279809221,466.8,475.82,457.98,446.39,474.57,466.18,457.66,474.98,492.14,485,0.388184374300711,0.467532467532467,0.14891969528059,0.26657747138746,-0.254092074971393,-0.105590106126165,-0.101950546732135,-0.00477692985204736,0.47939395869239,0.479206371839234,0.478867145084785,0.0432168648675808,0.242447905411346,0.0477728247186171,-0.24353334240124,0.0617877096224095,-0.0352418228414657,0.104150676015325,0.112909269312774,0.198813726483495,0.171833574695823,-0.202838334863348,0.210135592365201,0.02189983664747,-0.0202399600969614,0.00802210866398312,-0.096451058958214,-0.0395177738927739,-0.0817577030812324,-0.223424774967853,-0.0369649805447472,-0.0987011395662296,-0.151228179794587,0.00682066638148204,0.0823446937014667,0.0405052895995363
France,0.150354547456507,0.16,-0.0435892944024735,-0.0212163065270662,5.11893203883495,59.5042635658915,58.9545101088647,66.9086254430878,97,97,97,0.0855451190875545,0.0160224768620538,-0.158847435043304,-0.0137358616101131,214.448514448514,207.698367346939,175.249687369737,-0.0839708920187794,-0.450585883547732,13.0510648042134,8.2421740626075,-0.186160467479675,-0.416745683096262,-0.0530940145502645,-0.240155115511551,494.98,496.77,496.35,488.88,491.93,496.36,483.17,510.63,505.48,498.97,0.286617415689217,0.334415584415585,0.326895858843614,0.193412985917078,-0.294910541990858,-0.181517932761103,-0.190337526668047,0.0383360169360659,0.47939395869239,0.479206371839234,0.478867145084785,0.0403235198239329,0.260085901377371,-0.13809928333938,-0.245237323531326,-0.0800212375450831,-0.20108696403314,-0.177034179451626,-0.160447381371633,-0.394046486005423,0.0814776712880618,-0.313660422664125,-0.0965843465739671,-0.408219029126549,-0.298624675955163,-0.306859723681173,0.0187668656472322,0.0367861305361304,0.0861782212885155,-0.0716530932990426,0.0425040054932478,0.0245680676387698,-0.0516069824657319,0.176267883454537,0.154281708369284,0.107989952176223
Germany,0.203190386427898,0.15,-0.0432829081369864,0.193472591161555,4.68223952539859,49.6942486085343,49.9054003724395,49.4465432565168,20.0861827634473,21.879824035193,21.995600879824,-0.0586514822848879,0.241674528301887,-0.133940798858773,-0.113029223093371,190.278189621537,196.125978090767,255.573803730738,-0.000620694593626935,-0.00881009272467902,14.1918191056911,8.0382072005878,0.168580791161796,-0.0582415546676353,-0.0490124002900653,-0.321569620253165,513.53,515.84,517.09,507.17,508.88,515.65,510.54,516.59,507.68,524.12,0.302881500910229,0.331168831168831,0.332477508171302,0.275335266112187,-0.334768663808106,-0.329390537705636,-0.326587081011622,-0.291094716669794,-0.313050688858793,-0.301804131352522,-0.313661397220013,-0.109672487449817,0.330855092394053,-0.115832404364767,-0.322717067358572,-0.176593912632044,-0.247833144148956,0.195570627636015,-0.0989656650023987,-0.0723332278256341,0.236047749403922,-0.324423946003504,0.166266907184189,-0.190911023289555,-0.295577539933905,-0.38340762311302,0.0946111701692698,0.106242715617716,0.176952030812325,-0.00632233176168007,0.120096131837949,0.103357431687293,0.0552778537118758,0.204596226056372,0.166145383951682,0.229481667552292
Greece,-0.252643137254902,-0.23,-0.0465619382085804,-0.0489530544097427,5.25780771586038,43.8661518661519,43.9388865634157,43.8338368580061,5.15960975609756,6.60370731707317,7.22575609756098,-0.173408350607048,-0.445953689167975,0.0222383634746517,0.206048578199052,170.517655367232,209.129098360656,229.351677148847,-0.0610003566121843,-0.0952036385326573,13.9555774925962,13.6467587034814,0.241085032796661,-0.168204753469147,0.20856944608132,-0.168933411903359,452.97,445.75,455.37,436.3,460.35,448.61,447.73,467.18,477.2,466.72,0.162565468836139,0.207792207792208,0.272741162074071,0.182829030918895,-0.28223497856346,-0.417241152705821,-0.416422973286415,-0.396981172054688,-0.466839478844046,-0.460627076741044,-0.469725890671922,-0.229044732646527,0.115200537693228,0.0237939377983917,-0.0737370153611768,-0.255547243534568,-0.195307586224117,0.073932309542832,-0.143503594957858,-0.13524737949476,0.2040374518815,-0.0284554028600864,0.219990093738505,-0.257565439660581,-0.103279377377475,-0.239895344023428,-0.152996974405103,-0.149038461538462,-0.0931810224089636,-0.259465637948278,-0.102059967956054,-0.170465220765429,-0.1900066388097,-0.0302533390370265,0.00177955133735974,-0.0477996232066083
Hong Kong-China,-0.9626381305962,-0.93,-0.0414424016024785,-0.811440510226523,5.99700797872341,42.2970822281167,42.1419568822554,42.5147275405007,6.81027837259101,9.15845824411135,9.76745182012848,-0.416935108153078,-0.115883380650797,-0.22960899315738,0.292492668621701,279.478472222222,266.482818465811,234.428786737001,-0.0118808156606852,0.119016780933725,11.3567120839848,10.1518737672584,-0.248530065359477,-0.354931469225678,-0.322834645929848,0.0346227663798809,561.24,564.15,565.52,566.76,553.21,558.17,568.45,551.35,544.6,554.94,-0.0559873033540982,-0.0194805194805195,0.366007281591809,-0.108125516210391,-0.214766145876842,-0.440892738939299,-0.443478769422837,-0.421866815446419,-0.449832605995726,-0.434065806330942,-0.442869247200101,-0.482365830013306,0.21871747256415,-0.201361099945497,-0.00628370447235799,0.179806341436795,0.0363703560744255,0.0974838345935994,-0.107271482998208,0.0207538105812599,-0.148103959026475,-0.212883771306759,-0.142798105474978,-0.370750217798,-0.5,-0.0485068695321958,0.289680268214899,0.28219696969697,0.388918067226891,0.206529504214888,0.323025864042115,0.277028958869419,0.281426953567384,0.369813204049622,0.365239430543572,0.378363364088692
Hungary,-0.514494122586062,-0.44,-0.0440338914286976,-0.204676910124184,6.39248704663212,44.675605815832,44.6583951015147,44.6641816333446,6.89334719334719,8.08170478170478,8.61600831600832,0.121488755147292,-0.268350125944584,-0.0440018861993084,-0.181664572864322,164.65774003919,149.152994791667,190.18275862069,-0.0951075126262626,-0.00186953914141413,13.2409420289855,11.8485139022052,0.194751816745656,-0.456478485804416,-0.00133150771167768,-0.191660365469439,477.04,481.39,475.54,473.55,475.7,481.2,469.21,476.59,488.46,494.3,0.0819617191173574,0.13961038961039,0.31879632902765,0.123406985912152,-0.178669688117955,-0.405039737657818,-0.405589563092728,-0.381316311154197,-0.448976746219788,-0.445260611889992,-0.45503589145792,0.0777127637072614,0.170900720389554,-0.0354257662118278,-0.376274014553307,-0.278960569712975,-0.437578536329388,-0.107763151212981,-0.168662101560099,-0.0672789261793542,0.107205680752876,-0.123350474033875,0.185658750448203,-0.432303148215132,-0.259981289029427,-0.261263779064455,-0.0545833674053478,-0.0192307692307693,-0.0049019607843136,-0.126410915845121,-0.0317921721217671,-0.0373524486378304,-0.106123325653142,0.0144731213460714,0.0624999999999999,0.0854306555238877
Iceland,0.430474934036939,0.44,-0.0416315157756385,0.782238235294118,4.089072543618,44.9765588373183,45.5313964386129,45.7090395480226,10.5966362599772,12.8791334093501,13.3586088939567,0.0442208370436331,0.652128408091469,0.329448924731183,0.152981199641898,238.159283225485,243.494532803181,140.383650952859,0.295173219116321,-0.105355952919873,16.1398330351819,7.85097682871422,0.0595130434782608,0.301714198071867,-0.0657539335664336,0.492459589340323,492.8,486.72,496.44,488.81,495.87,489.96,500.02,492.38,482.52,478.15,0.372844906880447,0.425324675324675,0.362562058628577,0.5,-0.388908638940119,-0.400503281042149,-0.392445060861509,-0.361604554808727,-0.410821682479289,-0.395382638384457,-0.40492354649062,-0.00266277285596606,0.459581992225105,0.298444450077137,-0.115146096842269,0.0147152786396205,-0.0564898578667873,-0.338769575514189,0.119221190797091,-0.14264057352536,0.5,-0.334304269000812,0.0854514014463292,0.0272768875728107,-0.308075959883815,0.381962457664473,0.00985362662523526,0.000182109557109622,0.0865721288515406,-0.0719031290184311,0.0605401693751431,-0.00157251970755223,0.0141953372124809,0.0895242169304624,0.0304680759275235,0.00741510071977181
Indonesia,-2.40506683300659,-2.41,-0.082257501620427,-1.77144309668213,4.98760696370611,55.8958816705336,56.7634976525822,56.4428822495606,97,97,97,0.303336959477835,-2.40755959963603,0.370917952883834,0.818611485575627,183.489322757779,210.870290302656,200.509522322822,0.5681352700491,0.26541951085463,10.1818669527897,15.9143270622287,0.0814341490239208,0.717501406926407,0.392648259109312,0.37608322147651,375.11,364.42,362.42,382.53,383.96,369.47,368.35,379,396.12,381.91,-0.5,-0.5,-0.37754946763921,-0.474449074262803,-0.306896941301794,-0.235909371797706,-0.223326901250175,-0.159105354667696,0.47939395869239,0.479206371839234,0.478867145084785,0.266874674042655,-0.5,0.335518337704057,0.404252816311631,-0.203718870138225,-0.188274114541202,-0.0598597073732804,0.320566549457864,0.127368297449182,-0.307293280923085,0.0912063142999121,0.101694197952459,0.279307148994746,0.0341449714635304,0.272542563362402,-0.471338621310001,-0.445257867132867,-0.5,-0.451528789827118,-0.451750972762646,-0.493709921169791,-0.5,-0.449379723370883,-0.435450819672131,-0.457489976329646
Ireland,0.452501504513541,0.44,-0.045779978473916,0.128598431530263,7.42596599690881,39.4626312538604,39.5680345572354,39.1726894787336,4.14992025518341,5.80143540669856,6.29904306220096,0.113935561577838,0.0459514251304697,0.121722676354829,0.0405232909860859,180.8278125,188.835830212235,146.156760287394,0.0707687367464405,0.132268890236507,13.5691715616771,10.8442028985507,-0.0232391621129326,-0.568161443609023,-0.0907480902255639,0.0727433894230769,501.5,501.09,505.18,477.77,508.72,502.33,492.41,506.76,523.17,522,0.379625191367877,0.425324675324675,0.286986660384279,0.250580194285207,-0.0843412335915796,-0.483618224167689,-0.482233495568692,-0.4849160004556,-0.477242330625894,-0.468968148635122,-0.479517936734073,0.0698557901947058,0.26947224394958,0.112734296438679,-0.202898287158328,-0.214352950035995,-0.277281390164276,-0.311989470268801,-0.0463065843403242,0.030404360362654,0.151680169643569,-0.176348911234845,0.0241348208089423,-0.5,-0.32673538976176,-0.0126649316827794,0.0454248098781586,0.0525203962703961,0.124824929971989,-0.111337333904844,0.119363698786908,0.0489523342727607,-0.0155230991525753,0.157873473073815,0.249676445211389,0.219240616395343
Israel,-0.121008574928542,-0.22,-0.0583143970889257,0.173660090423346,4.71372291529875,49.4761742682097,50.7309039943938,50.4869052010328,20.0180019782394,21.9175074183976,22.409099901088,0.00658692185007975,-0.0158070462925031,0.287710656753408,0.168613861386139,192.842960288809,253.130515387468,196.941036802533,0.329462841873625,0.365788614800759,13.630557294928,9.9359637774903,0.341617877447884,0.203828665413534,0.237091744840525,0.027938336966677,466.48,462.41,479.62,449.24,465.13,468.73,464.58,461.57,485.8,470.07,0.203085611629097,0.211038961038961,0.058638535431042,0.267775092976474,-0.331895088577824,-0.332677711162103,-0.314157736703027,-0.271467779003615,-0.313753156896983,-0.301412344223423,-0.309292189808035,-0.0418102767734247,0.250103498869963,0.261129858303871,-0.102947752368999,-0.166346356337455,-0.0175657111321193,-0.0764130778816694,0.144514290584476,0.2004598342012,0.159997821894797,-0.224277544741629,0.294481525498224,-0.0320566269267555,-0.0819860070544254,-0.0547917328020165,-0.0977594243192411,-0.0883595571095571,0.0129551820728292,-0.213244749249893,-0.0801785305561914,-0.0882857492954294,-0.124204319131488,-0.0569181044726462,0.0481557377049181,-0.0316168301048259
Italy,0.0953059508408797,0.05,-0.0433795669152759,-0.0282006931623101,8.57459432048682,56.3988562516246,56.3982945091514,56.3982945091514,8.39757989251118,10.1519647282206,10.1033051202008,-0.0071133617104555,-0.0903551673944687,-0.200210378000194,-0.0272574065080136,270.120424518085,229.052812252443,136.321426681484,0.0412886564252621,0.0386209164710485,13.3962868536314,13.9277607816047,-0.0912596091683809,-0.0639629781620988,-0.177673862304688,-0.223617291178767,485.32,476.53,490.67,487.42,482.38,485.45,475.23,498.3,489.75,493.54,0.269672192823759,0.298701298701299,0.330716608726292,0.190747841677745,0.0204972196341269,-0.228327715515823,-0.228825648307802,-0.159946524230174,-0.433478605652172,-0.423736504128003,-0.439320477668488,-0.056061568503184,0.226723652825859,-0.175078329326604,-0.255788339421896,0.14241620676342,-0.114826581174556,-0.35761328472077,-0.0680520149792441,-0.0377926648883026,0.128254614470954,-0.0136266586398528,-0.0262660258762893,-0.194379075765214,-0.391629971756151,-0.291310458622505,-0.0207294136887726,-0.0369318181818183,0.0613182773109244,-0.0768681240177167,-0.00121309224078742,-0.0199934648531634,-0.0826141289491154,0.117662436427587,0.0694564279551337,0.0817593352978118
Japan,-0.278981614708233,-0.36,-0.0373783045517556,-0.0766822958771221,3.83936816524909,50.7995157384988,50.8026634382567,50.7720106718409,6.63580538497874,8.14517398834829,8.75673122342938,-0.133375060182956,-0.763942446043165,-0.497178502879079,-0.236681861804223,203.740610916375,233.758145363409,164.815159909343,-0.17734632034632,-0.596080967276227,14.117386307667,5.64104423495286,-0.730605946076071,-0.128830975785183,-0.258971284755513,-0.082888622754491,536.41,542.47,518.26,557.56,528.12,530.4,554.28,531.02,538.05,546.74,0.1544578803085,0.165584415584416,0.440045732808783,0.172247940263787,-0.411699841502786,-0.312730142142749,-0.313077277682081,-0.266089124648433,-0.451630204790626,-0.44460073434869,-0.453548953065032,-0.187401353645281,0.0154726294696338,-0.440571961104246,-0.419204633372691,-0.122804729123057,-0.0958195857960678,-0.225437514185586,-0.229324022071193,-0.5,0.225962244234185,-0.450924492579618,-0.5,-0.233698944319859,-0.45232269982724,-0.158993938465464,0.188159293482705,0.203234265734266,0.182072829131653,0.173667666809544,0.208171206225681,0.163603316587019,0.226090522122857,0.273183136080612,0.329918032786885,0.338751751123134
Jordan,-0.929410329985653,-0.95,-0.0664684517141321,-0.445237405906196,4.22242314647378,46.1368446960374,46.3596253389204,46.3973820696468,10.6052855924979,11.8567774936061,11.8547882921284,-0.324176991150442,-0.823555748122473,0.437658450704225,0.792438116100767,265.598865687033,227.164475380253,277.353504008275,0.811391548672566,0.328672227171492,13.50952173281,11.9946902654867,0.605653714030783,0.991444923076923,0.664075224731419,0.458516016561342,385.6,387.47,366.88,385.09,393.68,383.48,389.88,382.83,399.03,409.37,-0.0457590228657474,-0.0259740259740259,-0.089909485950859,0.0316124657879152,-0.376737364165554,-0.383013553130937,-0.379974682907408,-0.348618635979118,-0.410732568227686,-0.406011882764426,-0.420813557789094,-0.38587709823876,-0.00322334575003092,0.395185270511105,0.383829437228529,0.124350291844873,-0.122454438619781,0.296601568130475,0.5,0.173430661837932,0.143597729195483,-0.115636609721472,0.490123134677499,0.445358567893523,0.236779231185945,0.350047884165693,-0.428448769318832,-0.361305361305361,-0.480479691876751,-0.442384626375197,-0.407255664911879,-0.436486541681983,-0.415921427734604,-0.431175436094872,-0.419758412424504,-0.324839379740109
