CNT: Country code 3-character,WEALTH: Wealth - mean (country),WEALTH: Wealth - median (country),WEALTH: Wealth Inequality (country),"ESCS: Index of economic, social and cultural status (country)",ST57Q01: Out-of-School Study Time - Homework - mean (country),ST69Q01: Min in <class period> - <test lang> - mean (country),ST69Q02: Min in <class period> - <Maths> - mean (country),ST69Q03: Min in <class period> - <Science> - mean (country),IC05Q01: Internet at School - mean (country),IC06Q01: Internet out-of-school - Weekday - mean (country),IC07Q01: Internet out-of-school - Weekend - mean (country),ATSCHL: Attitude towards School: Learning Outcomes - mean (country),ICTRES: ICT resources - mean (country),INSTMOT: Instrumental Motivation for Mathematics - mean (country),INTMAT: Mathematics Interest - mean (country),LMINS: Learning time (minutes per week) - <test language> - mean (country),MMINS: Learning time (minutes per week) - <Mathematics> - mean (country),SMINS: Learning time (minutes per week) - <Science> - mean (country),MATWKETH: Mathematics Work Ethic - mean (country),PERSEV: Perseverance - mean (country),PARED: Highest parental education in years - mean (country),OUTHOURS: Out-of-School Study Time - mean (country),OPENPS: Openness for Problem Solving - mean (country),TCHBEHSO: Teacher Behaviour: Student Orientation - mean (country),TCHBEHTD: Teacher Behaviour: Teacher-directed Instruction - mean (country),TEACHSUP: Teacher Support - mean (country),Math (country),Math.ChangeRel (country),Math.Quantity (country),Math.SpaceShape (country),Math.UncData (country),Mean.Employ (country),Math.Formulate (country),Math.Interpret (country),Reading (country),Science (country),WEALTH: Wealth - mean (country) - scaled,WEALTH: Wealth - median (country) - scaled,WEALTH: Wealth Inequality (country) - scaled,"ESCS: Index of economic, social and cultural status (country) - scaled",ST57Q01: Out-of-School Study Time - Homework - mean (country) - scaled,ST69Q01: Min in <class period> - <test lang> - mean (country) - scaled,ST69Q02: Min in <class period> - <Maths> - mean (country) - scaled,ST69Q03: Min in <class period> - <Science> - mean (country) - scaled,IC05Q01: Internet at School - mean (country) - scaled,IC06Q01: Internet out-of-school - Weekday - mean (country) - scaled,IC07Q01: Internet out-of-school - Weekend - mean (country) - scaled,ATSCHL: Attitude towards School: Learning Outcomes - mean (country) - scaled,ICTRES: ICT resources - mean (country) - scaled,INSTMOT: Instrumental Motivation for Mathematics - mean (country) - scaled,INTMAT: Mathematics Interest - mean (country) - scaled,LMINS: Learning time (minutes per week) - <test language> - mean (country) - scaled,MMINS: Learning time (minutes per week) - <Mathematics> - mean (country) - scaled,SMINS: Learning time (minutes per week) - <Science> - mean (country) - scaled,MATWKETH: Mathematics Work Ethic - mean (country) - scaled,PERSEV: Perseverance - mean (country) - scaled,PARED: Highest parental education in years - mean (country) - scaled,OUTHOURS: Out-of-School Study Time - mean (country) - scaled,OPENPS: Openness for Problem Solving - mean (country) - scaled,TCHBEHSO: Teacher Behaviour: Student Orientation - mean (country) - scaled,TCHBEHTD: Teacher Behaviour: Teacher-directed Instruction - mean (country) - scaled,TEACHSUP: Teacher Support - mean (country) - scaled,Math (country) - scaled,Math.ChangeRel (country) - scaled,Math.Quantity (country) - scaled,Math.SpaceShape (country) - scaled,Math.UncData (country) - scaled,Mean.Employ (country) - scaled,Math.Formulate (country) - scaled,Math.Interpret (country) - scaled,Reading (country) - scaled,Science (country) - scaled
Kazakhstan,-1.34890267011197,-1.29,-0.0581173546903208,-0.278393657359531,8.82045701849837,47.547786862137,47.8352501437608,47.5752264095822,97,97,97,0.470987750847016,-1.2780062305296,0.406837185146715,0.87952084952085,109.335726593912,181.567646203084,208.633054892601,0.384002949621509,0.777116374115798,14.2487502154801,23.660895045285,0.464335502492784,0.908165656829459,0.919571692708333,0.527233160621762,431.8,432.84,427.97,449.81,413.83,432.69,441.97,420.27,392.74,424.71,-0.17488840364591,-0.136363636363636,0.062228192330153,0.0952777063494754,0.0429377815080826,-0.361745523017409,-0.357756671645092,-0.326398025582677,0.47939395869239,0.479206371839234,0.478867145084785,0.441268169328373,-0.145748498044815,0.367630630658145,0.451781088541109,-0.5,-0.306640914052176,-0.0221765379446987,0.184744782399615,0.5,0.243761808492645,0.5,0.385411127892955,0.394878671455155,0.427520550979033,0.414657415961961,-0.23955352032055,-0.196059149184149,-0.213103991596639,-0.211208744106301,-0.315014877546349,-0.235489931789405,-0.212500488147772,-0.253220210086031,-0.453677739430543,-0.250736679387469
Korea,-0.697542254921456,-0.74,-0.0367649219127211,0.0129749103942652,2.8719362745098,49.6760606060606,49.7444613050076,49.6814268142682,1.98052851182197,3.29525134114842,4.42559109874826,-0.287906837862048,-0.402677682659765,-0.389409836065574,-0.201315240083507,204.141401667181,213.587144622991,199.418808777429,-0.544299254176611,-0.0895182224873248,14.0158539032711,9.88143244056575,-0.370814208955224,-0.169695023837902,-0.314072437425507,-0.248972602739726,553.77,558.83,537.48,573.09,537.89,553.09,562.21,540.25,535.79,537.79,0.0256152981688441,0.0422077922077922,0.451220146222317,0.206459876012455,-0.5,-0.329664697053631,-0.329010289134052,-0.286663523303777,-0.499593618563941,-0.495024478415866,-0.499313631001209,-0.348148205014611,0.128772796183576,-0.344225274887262,-0.391607654581535,-0.121203367319582,-0.177299495679406,-0.0649192726518138,-0.5,-0.13110710345871,0.212204792994736,-0.227155214731268,-0.233406512802557,-0.258468770072455,-0.49345855843858,-0.315150139838909,0.259138114318424,0.262820512820513,0.266193977591037,0.229139877125304,0.252895399404898,0.256279867663277,0.257058616784473,0.317054042492514,0.317730802415876,0.295517124776581
Latvia,-0.479471563981043,-0.59,-0.0454830149187074,-0.176956211327939,6.40942028985507,40.815484804631,40.8232541396688,40.6999638074557,3.5947515095216,6.00998606595448,6.35880167208546,0.023011874775099,-0.164255571360835,0.116078014184397,-0.0491956059532247,158.490272373541,225.172452407615,227.459541984733,-0.218847682119205,0.193967235970722,13.4168440974687,13.1287234042553,-0.0771722105997211,0.206715970254958,0.239253151558074,0.0354960460100647,490.57,496.26,487.27,496.97,478.45,495.24,487.85,486.12,488.69,502.19,0.0927424673537646,0.0909090909090909,0.29239664971798,0.133984816803454,-0.177124144628257,-0.4632258007585,-0.463334055326359,-0.456103222165321,-0.482962245678795,-0.466799886204497,-0.478886501717761,-0.0247247329051001,0.203546944388532,0.107687889992205,-0.272906966968135,-0.303602723066219,-0.130501131710761,0.0651551366370022,-0.259936726447194,0.0753347894236878,0.131040082631495,-0.0557926133198108,-0.0158277408283539,-0.0303064812308513,-0.0803724052180506,-0.0476857907635004,0.000735955515577702,0.0349286130536129,0.0464373249299719,-0.0427561080154306,-0.0192034790569925,0.0199934648531634,-0.0333307298785487,0.0597699510433005,0.0637402933563416,0.123544756291966
Liechtenstein,0.541393728222997,0.4,-0.0427719488465576,0.298745644599303,3.30456852791878,45.75,46.6751269035533,46.6,4.20136518771331,4.81569965870307,6.89419795221843,0.130163043478261,0.357177700348432,0.0747894736842105,0.0957368421052631,202.435897435897,211.548717948718,167.713541666667,0.10356887755102,-0.0962820512820513,13.6062717770035,6.94949494949495,0.0503716494845361,0.128041578947368,0.171540526315789,-0.0644864864864865,534.97,542.22,538.29,539.18,525.85,536.43,535.23,540.25,515.52,524.69,0.406988260262811,0.412337662337662,0.341786004997562,0.315505990698189,-0.460512469236643,-0.3888447096746,-0.375224276643364,-0.344796149478093,-0.476712292423505,-0.479216659939419,-0.473229275762663,0.0867359210022524,0.367079296842618,0.0707753608355377,-0.159814522719275,-0.128017719512456,-0.185533634573209,-0.211992598455665,-0.0221121730957796,-0.136032709262658,0.156707179555941,-0.381876316493834,0.078677938214142,-0.0779951233684695,-0.130923379983522,-0.141691801937766,0.182271649358083,0.202323717948718,0.269739145658263,0.108015430775825,0.197779812314031,0.188232651227382,0.151696801655797,0.317054042492514,0.208423209663503,0.232235157721849
Lithuania,-0.364494894633934,-0.46,-0.0437818981209672,-0.129386596812923,6.68115942028986,45,45,45,97,97,97,0.418856304985337,-0.29870652173913,0.267546113306983,0.0957683448502797,203.366253766321,171.796246648794,321.201030927835,0.015738214876033,0.150024405548217,13.9726208876132,11.9362126245847,-0.14967294973545,0.187032804404145,0.154435880829016,0.0590611848494658,478.82,479.11,483.02,472.06,473.53,482.02,477.46,470.73,477.31,495.7,0.128134927946696,0.133116883116883,0.323387064432968,0.152136716277663,-0.152321769890589,-0.400149937463802,-0.400446127270212,-0.374980933179016,0.47939395869239,0.479206371839234,0.478867145084785,0.387040062297871,0.16138032135549,0.24310247615667,-0.159789940767599,-0.124300475319164,-0.346112071946805,0.5,-0.0868988209733035,0.0433344140239221,0.206346800087079,-0.118722529887366,-0.0695483321494771,-0.0422374722025505,-0.143692881967537,-0.0255292735224886,-0.0473055850846349,-0.0275349650349651,0.0278361344537814,-0.131733104729247,-0.0417257953765166,-0.0340031858840829,-0.0739055726949663,-0.0133799134939874,0.00237273511647973,0.0921936138350803
Luxembourg,0.271316392816202,0.13,-0.0489353891558067,0.0797443403590945,4.58534432018835,51.4325443786982,51.4325443786982,51.4325443786982,97,97,97,-0.0711809412452499,0.236574321742453,-0.275280604826985,-0.162011611030479,188.605214723926,204.925400181214,156.648546144121,0.0590351938895417,-0.0620916813639036,13.6005711954304,8.60122699386503,0.0620066096193567,-0.244990040650407,-0.123752915578764,-0.388877639571883,489.85,487.55,494.8,486.39,482.86,493.16,482.02,495.05,487.81,491.22,0.323852250977555,0.324675324675325,0.229502373733414,0.231938156486836,-0.343612554586967,-0.303188098176691,-0.303593361592609,-0.253627832730522,0.47939395869239,0.479206371839234,0.478867145084785,-0.122705865486935,0.32925556121352,-0.242192155656431,-0.36093858401106,-0.183278293680796,-0.212288248375963,-0.263320527213377,-0.0549616130771417,-0.111134343319502,0.155934761395509,-0.294712861440726,0.0872990494730235,-0.304108997493841,-0.351375197886147,-0.446692261521348,-0.00220786654673305,0.00320512820512819,0.0793942577030813,-0.0805472210315759,0.000984206912336916,0.0114977739656089,-0.0560979419689929,0.102214934169875,0.0589948231233822,0.0705521472392638
Macao-China,-0.529010534236268,-0.56,-0.0488314478870039,-0.886539041870992,5.8779437105112,41.0984589041096,41.0609442060086,40.9909659485754,2.90028116213683,5.45941893158388,6.16532333645736,-0.433887475261521,-0.0904214487300094,-0.26329006772009,0.147183972911964,265.284772010324,275.151698330455,188.764270613108,0.0602035835214447,0.152086772187677,10.51523229246,10.9357486555335,-0.337651398700198,0.120397427198191,-0.0470142453363482,-0.0268474576271187,538.13,542.48,530.52,557.9,525.35,535.9,544.81,529.56,508.95,520.57,0.0774932340742777,0.100649350649351,0.231395943316926,-0.13678206537458,-0.225633467757722,-0.458960351887766,-0.459755231933343,-0.450613324236443,-0.490117388011355,-0.472524030339318,-0.480930876515794,-0.5,0.226702865616233,-0.231472448803138,-0.119669739059976,0.123095328711163,0.0713879320118153,-0.114343185633102,-0.0540997722875992,0.0448362860253414,-0.262122899775089,-0.171517955450417,-0.208833993984025,-0.0826286414822223,-0.294085813977609,-0.106302670664618,0.195191757298226,0.203270687645688,0.235731792717087,0.174882126018003,0.195490959029526,0.186067883837765,0.189108446909048,0.266243642758686,0.172993960310612,0.212332737548911
Malaysia,-1.02899420849421,-1.17,-0.0662467829766115,-0.727401119043025,4.83415233415233,44.1574575659083,43.9432598482111,44.4474074074074,97,97,97,-0.0044008388256441,-1.0930964861192,0.539096774193548,0.91,202.076435643564,201.748921145547,189.378723404255,0.34243239728052,0.220752176505665,12.6754928488597,14.0175022248591,-0.20136472520908,0.620263107080164,0.193689193925234,0.315511512678519,420.51,401.34,409.09,434.3,422.04,422.86,405.61,417.9,398.2,419.5,-0.0764132287652507,-0.0974025974025973,-0.0858711940979791,-0.0760572601147906,-0.32090316565871,-0.412850116316436,-0.416357126134403,-0.385405863105353,0.47939395869239,0.479206371839234,0.478867145084785,-0.0532399513604227,-0.0877569445024172,0.485872541798551,0.475564317710915,-0.129453951219132,-0.225119501961406,-0.11149288270937,0.15408104089335,0.0948403184016213,0.0305883725127186,-0.00889091818959598,-0.107850186420004,0.220365955979242,-0.114388254762669,0.215591568104258,-0.285714285714286,-0.31078817016317,-0.295737044817927,-0.266609515645092,-0.277431906614786,-0.275640240166646,-0.354492912094349,-0.264485004040116,-0.424234253666954,-0.275904545674122
Massachusetts (USA),0.513071553228621,0.57,-0.0512536054723939,0.378590643274854,8.39873417721519,62.3369369369369,62.1826401446655,61.7905711695376,97,97,97,0.0667654986522911,0.211004672897196,0.109740376007162,0.0672808586762075,288.179392824287,294.792784458834,286.172222222222,0.375705786618445,0.340671741112124,14.2495575221239,12.1845342706503,0.253903849679193,0.372980371352785,0.434914500442087,0.350554577464789,513.51,518.17,506.43,497.6,522.7,509.2,512.1,523.93,527.09,527.41,0.398270044053501,0.467532467532467,0.187269832648916,0.345973725285767,0.00444598267070517,-0.138819242478336,-0.1417326040235,-0.0582185838243681,0.47939395869239,0.479206371839234,0.478867145084785,0.020788606680381,0.32123638588667,0.102021953362633,-0.182019051536716,0.214570920906692,0.150727274087421,0.337509541323734,0.178624535079484,0.182169037291286,0.243871197035677,-0.105618362834772,0.229488402737502,0.0704750233019317,0.0656989053333131,0.248539910755933,0.0945293973342056,0.114729020979021,0.130295868347339,-0.0405057865409342,0.183360036621653,0.0770126210023281,0.0613699379076035,0.239483815770711,0.2708153580673,0.245374619583595
Mexico,-1.3265888073504,-1.35,-0.0889790204967272,-1.01979165426513,5.39314689319462,56.5069253414411,58.2513539651838,58.425825118925,6.89099568124002,8.29713660296989,8.59039815417382,0.361102198990627,-1.51560548523207,0.487461051497329,0.650345647977735,227.672191164102,253.524590971812,253.057792992348,0.323419495154384,0.331754154986889,11.151519679627,12.4328185685223,-0.0959566933767939,0.516772474463394,0.314035091505913,0.558123094853864,413.28,404.77,413.57,412.53,412.98,413.1,409.42,413.05,423.55,414.92,-0.168019683992177,-0.155844155844156,-0.5,-0.187629398267947,-0.269882201149472,-0.226698721279362,-0.200924724083151,-0.121696166165789,-0.449000973897596,-0.4430208072973,-0.455306499375122,0.32696315881735,-0.220264581254206,0.439709487923077,0.272953061753923,-0.0271859594074831,-0.01597385936865,0.183899441717268,0.140056528750774,0.175675006275907,-0.175907146732434,-0.0925161666815124,-0.0297464061340502,0.157634898751719,-0.024543821616546,0.443700884156723,-0.315275165589991,-0.298295454545455,-0.276129201680672,-0.344370624374911,-0.318905928130007,-0.315504635869787,-0.339614168000937,-0.28753743048624,-0.287532355478861,-0.298029080720738
Montenegro,-0.444644226672348,-0.42,-0.0479889720106507,-0.280424488054608,4.25666199158485,45,45,45,97,97,97,0.0499934640522876,-0.559950738916256,-0.262286269430052,0.0193275137407048,150.356083086053,142.999670184697,105.626473560121,0.132667081151832,0.346244352708058,13.6165847403291,9.94883090477804,0.618983426504439,0.216472668393782,0.291655971594577,0.06256203673864,409.63,398.71,408.84,412.11,414.54,409.28,403.85,413.18,422.11,410.1,0.10346312198965,0.146103896103896,0.246743905802654,0.0945027697643885,-0.373612290990884,-0.400149937463802,-0.400446127270212,-0.374980933179016,0.47939395869239,0.479206371839234,0.478867145084785,0.00334202194874889,0.0794486846190036,-0.230575039178104,-0.219437594184089,-0.336102924233544,-0.462434632509794,-0.5,-0.000648426687189896,0.186227166030659,0.158104566832751,-0.22359853432052,0.5,-0.0243924388308524,-0.0412509913926921,-0.0222376873464282,-0.330198707989206,-0.320367132867133,-0.296831232492997,-0.345870838691241,-0.311764705882353,-0.331107298942123,-0.361366032725427,-0.286919530395931,-0.295297670405522,-0.321312980049273
Netherlands,0.229815950920245,0.31,-0.0340873124190865,0.214193327239488,5.8433908045977,53.9600145401672,53.9600145401672,53.9600145401672,7.69686098654709,9.59103139013453,9.89058295964126,-0.370489681706891,0.513452272727273,-0.371183286516854,-0.340224325271644,169.625373134328,169.630930145686,165.316494450823,-0.12789207079646,-0.137396120237679,13.8464759246336,9.73435277382646,-0.098422424030737,-0.0545193100995733,-0.115270500532481,-0.445574468085106,522.97,518.18,531.84,507.28,531.81,518.48,527.31,525.6,511.23,522.06,0.311077461424749,0.383116883116883,0.5,0.283242009148743,-0.228787206122053,-0.265089930302267,-0.26553805083307,-0.205945870146474,-0.440698127012832,-0.429568423755573,-0.441568190946666,-0.434052426945914,0.416090263032203,-0.327930486224545,-0.5,-0.259112362447156,-0.354858776972135,-0.2231119403906,-0.192845018565434,-0.165973102909175,0.189254393110037,-0.234916747217578,-0.031573429007851,-0.188654777181962,-0.345042636603511,-0.5,0.133207948319568,0.114765442890443,0.241509103641457,-0.00592941848835549,0.225062943465324,0.114916472654495,0.120767758815949,0.247421455392367,0.185289042277826,0.219530457465823
New Zealand,0.176024638711206,0.22,-0.0458878277954644,0.049092650227436,4.23707210487983,56.0513100436681,56.0882567469001,56.121234939759,6.91773479375437,8.53507340946166,9.07131204847355,0.0744400432120994,0.0676113744075829,0.274613180515759,0.101836734693878,241.938358707761,240.175680716151,248.355201863354,-0.116158237410072,-0.0076994215473608,13.0595663265306,7.18510484454085,-0.194014688856729,0.056474838940587,-0.0737206871868289,0.161918687589158,499.75,500.82,498.76,490.79,505.68,495.14,496.01,510.66,512.19,515.64,0.294519259587705,0.353896103896104,0.285021895115983,0.220241900301938,-0.37540031360783,-0.233566500913452,-0.233493787844931,-0.165173388714161,-0.448725480269096,-0.440547022557325,-0.450224957597648,0.0287718117674582,0.27626525592542,0.249420532480189,-0.155054706875804,0.0298145969686634,-0.0698962214105408,0.162085220287731,-0.184189775524965,-0.0715244065849868,0.0826296116901011,-0.369442960510399,-0.102404058507558,-0.121375448229148,-0.314023553257818,0.0711798546668586,0.0382696868100417,0.0515370046620046,0.0967261904761905,-0.0648306900985853,0.105447470817121,0.0195850181758771,-0.00146444331628071,0.17641047578307,0.1904659188956,0.188517462924496
Norway,0.693210171701804,0.63,-0.043312160955319,0.468253170091823,4.76075085324232,52.4739385571281,53.1808181505672,52.0912834591627,8.76653862569355,10.6079812206573,10.8186086214255,-0.26889,0.692278260869565,0.192394227615612,-0.148222003929273,218.915601023018,199.912331757003,144.423482370047,0.0555692687747036,-0.345401978239367,13.8683680322364,8.01649831649832,0.183065435356201,0.237065011585568,-0.211783900826446,-0.046976897689769,489.37,477.66,492.1,479.65,496.76,486.48,489.26,498.69,503.94,494.52,0.453720849784617,0.487012987012987,0.33194458945995,0.380187691280202,-0.327602719870564,-0.287490500302694,-0.277270161938075,-0.241200397318545,-0.429677216203793,-0.418995385438551,-0.431762275112624,-0.3283665338578,0.472173823686041,0.175915645666772,-0.350178396122165,-0.0621729668481436,-0.232538327620931,-0.320029741525813,-0.0575181880037798,-0.317448678729057,0.192220732818681,-0.325569544255373,0.176999537781827,-0.0119103481667033,-0.417094878638626,-0.125228860272052,-0.00417041458827372,-0.0328161421911422,0.067577030812325,-0.104622088869839,0.0646143282215609,-0.0157864640771146,-0.0278244230093334,0.119516136698512,0.145977135461605,0.0864934061156465
Perm(Russian Federation),-0.835561253561254,-0.74,-0.0425819813143922,-0.0945288406624786,9.38852913968548,44.2022667829119,44.1935483870968,44.1849255039439,3.84213515048268,6.00851788756388,6.36456558773424,0.141035375323555,-0.423458904109589,-0.0657397959183674,0.206584536958369,142.200180342651,221.936493738819,260.638945233266,-0.208886815068493,0.150494424778761,13.9355300859599,19.3038869257951,-0.0283952991452992,0.538449740484429,0.658439896373057,0.156787564766839,483.58,492.53,477.93,487.77,466.37,486.02,483.65,472.14,482.31,479.86,-0.0168701208137491,0.0422077922077922,0.345246774188725,0.165437948419025,0.0947872799780356,-0.412174678442726,-0.41258861156515,-0.39035771278126,-0.480413446916559,-0.466815150582261,-0.478825597721186,0.0980455243564753,0.122255371586908,-0.054859759678033,-0.0733188006210018,-0.36868988164176,-0.143572650774827,0.219066635534052,-0.25258927890991,0.0436766949302251,0.201321065709834,0.270076579501109,0.0203142979616797,0.170774617593108,0.232572167279925,0.0663554480697555,-0.0278436503393573,0.02134324009324,0.00555847338935578,-0.0756179454207744,-0.0745021744106203,-0.0176653187926317,-0.0497324950208928,-0.0066780740529494,0.0293356341673856,0.0156755712284431
Peru,-1.75203709893048,-1.6,-0.0859297178795273,-1.23033805162365,5.46170559478544,52.772997032641,52.9572940287226,52.1041429114405,97,97,97,0.219207557811619,-1.7440724291083,0.554899054433938,0.742260780811432,260.096225632518,285.890345128877,214.017933390265,0.26914566657832,0.354966014332966,11.4703020134228,12.4674980100823,0.171036964980545,0.600329955485729,0.304047214992192,0.393564636340272,368.1,349.39,365.47,370.19,373.42,367.93,369.85,368.35,384.15,373.11,-0.298982443477061,-0.237012987012987,-0.444448756943638,-0.267970958284206,-0.26362466067062,-0.282982601385408,-0.280635693230482,-0.240957797452595,0.47939395869239,0.479206371839234,0.478867145084785,0.179361693680043,-0.291916581264876,0.5,0.344675489511621,0.102364461124383,0.114766244504325,0.0028026551633179,0.100022452793336,0.192578519446525,-0.132712735654654,-0.0906860999004132,0.168086848766904,0.208283435641138,-0.0320002877009608,0.288979015210443,-0.5,-0.5,-0.486650910364146,-0.495606515216459,-0.5,-0.5,-0.494142226734877,-0.5,-0.5,-0.5
Poland,-0.176304774362328,-0.36,-0.0491914352430061,-0.161787280701754,6.63507265521797,45,45,45,3.26633383980899,6.06815715215976,6.37247666594313,-0.418927746618278,-0.068432526705908,-0.144049019607843,-0.160914435009798,220.772907053395,199.309036939314,170.910891089109,-0.159739856020942,0.0321614327772326,12.776835527784,13.381015161503,0.370547253106606,-0.0966003965631196,-0.213298249669749,-0.248866930171278,517.5,509.24,518.54,524.17,516.57,518.63,515.51,514.86,518.19,525.82,0.18606417092715,0.165584415584416,0.22483780605705,0.139773068540723,-0.156528235171945,-0.400149937463802,-0.400446127270212,-0.374980933179016,-0.486345939712918,-0.466195092236367,-0.478742005887181,-0.484438609890746,0.233599050308751,-0.1248692942282,-0.360082445033127,-0.0547520896736485,-0.234975311685874,-0.197160841584707,-0.216336942503805,-0.0424966382351107,0.0443201163049691,-0.0424789397623593,0.315917212712778,-0.214162313239996,-0.41822541832587,-0.315050783917407,0.110843077929512,0.082204254079254,0.183298319327731,0.0544006286612373,0.155298695353628,0.115529142670424,0.074686609130316,0.196373401777651,0.222821397756687,0.237693831215884
Portugal,0.236051045728465,0.31,-0.0490648328003639,-0.482290592210564,3.75507367250487,81.7235494880546,81.5910447761194,76.3580669710807,5.21740650122335,6.89479203075848,7.8465571478504,0.217786950732357,-0.0327809287486707,0.247543010752688,0.105354648038689,244.322033898305,293.379438098178,235.652051488335,0.143707026587086,0.341648142164782,10.9870782483848,8.05705705705706,0.150958113207547,0.273077442996743,0.270225819561095,0.437016976556184,487.06,486.06,481.44,490.95,485.82,488.6,478.94,490.45,487.76,489.27,0.312996766867725,0.383116883116883,0.227144209830515,0.0174734882104597,-0.419393630741085,0.153407518790177,0.150493544026288,0.216604359821677,-0.466243997785292,-0.457600723091216,-0.463166241408432,0.177883951571242,0.24478013521264,0.225219424411213,-0.152309638920698,0.0393385852202547,0.145018120853916,0.103158273944285,0.00749498286611805,0.182880079341271,-0.19818865366138,-0.32342922133087,0.153209099889402,0.00991866030135946,-0.0572497075964806,0.329833963348768,-0.0136151770381879,-0.00222173659673663,0.020920868347339,-0.0642591798828404,0.0145342183566033,-0.00712739451864547,-0.0681259030733783,0.0803507771281904,0.058725194132873,0.0611323124486739
Qatar,0.843553563001416,0.67,-0.0729941254430682,0.437920090677246,4.31928838951311,51.0216,51.1006993006993,51.1494182486222,97,97,97,-0.391793252195347,0.273570139614398,0.289769151595354,0.60528227571116,227.699566682715,258.543352601156,263.496111975117,0.582553212103145,0.266421320411872,14.2686399400525,10.1415063039151,0.378525627376426,1.0815896875,0.483182509279881,0.344945266272189,376.45,362.68,370.95,380.02,381.8,373.3,377.95,375.18,387.5,383.64,0.5,0.5,-0.208792172561849,0.368613012488076,-0.3678962081161,-0.309382524589858,-0.308589846916073,-0.258969145853288,0.47939395869239,0.479206371839234,0.478867145084785,-0.456212800238555,0.340858221526565,0.262970181307583,0.237789597781613,-0.0270765803617612,0.00429921733921834,0.232320364437586,0.331201675124973,0.1280978426697,0.246456829039025,-0.213430872108139,0.321828917733517,0.5,0.1017334688731,0.243265899811375,-0.4658598413607,-0.45159527972028,-0.462666316526611,-0.46049435633662,-0.461638818951705,-0.478066413429727,-0.462510251103214,-0.467536479870716,-0.481934857635893,-0.449132892130815
Romania,-0.920084913112164,-0.88,-0.0572726750796758,-0.461370919881306,7.28267000940144,49.8448540706605,50.2964669738863,49.7148205928237,97,97,97,-0.011897527554364,-0.724123935854286,-0.563651785714286,0.49715092097445,177.718984044285,167.72772114436,161.57923128793,0.0665196721311475,0.0391421477714628,13.6072702060222,12.8532961931291,0.221287005988024,0.408062626865672,0.245554702380952,0.116294867991694,444.55,445.7,443.18,447.23,436.51,445.54,445.05,438.11,437.6,438.77,-0.0428884452861237,-0.00324675324675316,0.0776163017591806,0.0254561425377132,-0.0974202508640476,-0.327120365631457,-0.320698916129356,-0.286033533314617,0.47939395869239,0.479206371839234,0.478867145084785,-0.0610381474786359,0.0279605449819279,-0.5,0.153413466894899,-0.226774292426054,-0.362546709758058,-0.240448230946067,-0.0494408274924965,-0.0374130899468846,0.156842464823955,-0.0703271665599897,0.205320426645038,0.091740203759364,-0.0756679718056572,0.0282832287483279,-0.187423337967127,-0.149220571095571,-0.146533613445378,-0.220424346335191,-0.211192492561227,-0.183004533758118,-0.200472527043387,-0.168425305385237,-0.211766609145815,-0.182817255205063
Russian Federation,-0.719343725943033,-0.73,-0.0439690094225693,-0.0767200463052286,9.69016697588126,44.5018989190768,44.5162233265127,44.4464023494861,4.4123494551711,6.57943031925062,6.9011661250239,0.1840625,-0.39546156817304,-0.0916773070226349,0.283607411696584,135.239797438189,222.674418604651,280.169902912621,-0.110519791364822,0.497924716487351,13.9460139318885,19.7455303933254,0.0690720511330622,0.544575607638889,0.761466541353384,0.255749711649366,482.17,491.19,477.97,495.91,462.89,486.91,481.37,471,475.15,486.3,0.0189043044656808,0.0454545454545455,0.319978329158463,0.172233535228491,0.122318591484101,-0.407658132372981,-0.407730198088707,-0.38542482401533,-0.474538517158259,-0.460879480173835,-0.473155647070202,0.142803145857324,0.131035920233416,-0.0780482551610193,-0.0132169719145466,-0.396500132497935,-0.140591834287712,0.309666184561728,-0.180030681110958,0.296684970751962,0.202741607260323,0.293382521080913,0.0925343022523157,0.174487824415001,0.309486883138842,0.159402067847955,-0.0336086352113827,0.0164627039627039,0.00573354341736709,-0.0465423631947419,-0.0904325932707715,-0.0140301433647836,-0.0586363103838793,-0.0120965825371929,-0.00927523727351182,0.0467851794599294
Serbia,-0.499844391614437,-0.45,-0.0472422133162515,-0.301423010380623,4.35377358490566,44.2071045576408,44.4135236153585,44.2136693130825,5.75576430401366,7.93637916310845,8.30123825789923,-0.219654498044329,-0.487611195487091,-0.0867428003972195,-0.168394980184941,144.829036635007,153.771399106222,149.682797598022,-0.0497727272727273,0.197449817336433,13.4701605902778,10.5023286759814,0.460288368228647,0.288017596848326,0.267566361556064,-0.0664667535853977,448.86,441.99,456.11,446.11,448.29,450.85,446.84,445.42,446.13,444.8,0.086471242910789,0.136363636363636,0.260348122551437,0.0864900273813609,-0.364748649876478,-0.412101755582324,-0.409276514829641,-0.389815446742767,-0.460697286224006,-0.446771535327654,-0.458361886442757,-0.277150841953975,0.102135874628278,-0.0736367376436201,-0.365919599855969,-0.358186270855006,-0.418922686171157,-0.29563300708649,-0.135221743878054,0.0778709007754482,0.13826436786776,-0.194389935827369,0.38241233852312,0.0189746649131215,-0.059235130462912,-0.143553697274681,-0.169801292010794,-0.1627331002331,-0.0899422268907563,-0.224424917845406,-0.157267109178302,-0.161316015194216,-0.193482250947007,-0.13368030799943,-0.16576790336497,-0.153688227621854
